,Country,EdLevel,YearsCodePro,Salary,Age
55648,USA,Less than a Bachelors,5.0,87500.0,25-34 years old
55650,USA,Bachelor’s degree,5.0,100000.0,35-44 years old
55651,USA,Master’s degree,23.0,150000.0,45-54 years old
55656,Argentina,Less than a Bachelors,26.0,58392.0,35-44 years old
55657,USA,Master’s degree,21.0,190000.0,35-44 years old
55659,Portugal,Master’s degree,4.0,19458.0,35-44 years old
55661,Brazil,Master’s degree,3.0,17868.0,25-34 years old
55664,Italy,Bachelor’s degree,11.0,42158.0,35-44 years old
55665,India,Master’s degree,6.0,19546.0,25-34 years old
55667,USA,Bachelor’s degree,5.0,79310.0,25-34 years old
55668,France,Master’s degree,15.0,54049.0,45-54 years old
55673,USA,Master’s degree,0.5,78000.0,35-44 years old
55674,USA,Less than a Bachelors,6.0,48000.0,25-34 years old
55679,USA,Bachelor’s degree,3.0,65000.0,18-24 years old
55681,USA,Bachelor’s degree,15.0,160000.0,35-44 years old
55683,USA,Bachelor’s degree,6.0,105000.0,25-34 years old
55687,USA,Bachelor’s degree,9.0,180000.0,25-34 years old
55689,Romania,Bachelor’s degree,8.0,51564.0,35-44 years old
55690,Poland,Master’s degree,6.0,50625.0,25-34 years old
55691,USA,Bachelor’s degree,5.0,70000.0,25-34 years old
55692,India,Bachelor’s degree,4.0,13962.0,25-34 years old
55698,USA,Less than a Bachelors,9.0,155000.0,25-34 years old
55701,USA,Bachelor’s degree,6.0,160000.0,25-34 years old
55702,Germany,Master’s degree,6.0,54049.0,25-34 years old
55706,Canada,Bachelor’s degree,25.0,105884.0,45-54 years old
55707,USA,Bachelor’s degree,4.0,200000.0,18-24 years old
55712,Canada,Bachelor’s degree,2.0,52942.0,25-34 years old
55720,USA,Bachelor’s degree,7.0,130000.0,25-34 years old
55727,Iran,Bachelor’s degree,15.0,22692.0,35-44 years old
55730,Turkey,Bachelor’s degree,2.0,39444.0,25-34 years old
55731,USA,Less than a Bachelors,7.0,90000.0,35-44 years old
55732,Netherlands,Bachelor’s degree,3.0,48000.0,25-34 years old
55733,USA,Bachelor’s degree,3.0,40000.0,25-34 years old
55735,Brazil,Less than a Bachelors,5.0,38484.0,18-24 years old
55738,New Zealand,Bachelor’s degree,6.0,76668.0,25-34 years old
55743,Israel,Post grad,3.0,96312.0,25-34 years old
55745,Ruassia,Master’s degree,8.0,38688.0,25-34 years old
55748,UK,Master’s degree,4.0,38778.0,25-34 years old
55749,Ukraine,Master’s degree,6.0,66000.0,25-34 years old
55755,USA,Bachelor’s degree,8.0,65000.0,25-34 years old
55759,Mexico,Master’s degree,16.0,107730.0,35-44 years old
55764,Ruassia,Post grad,30.0,84924.0,45-54 years old
55769,Turkey,Bachelor’s degree,13.0,49308.0,35-44 years old
55770,Romania,Master’s degree,12.0,27144.0,35-44 years old
55776,Sweden,Master’s degree,20.0,58908.0,45-54 years old
55777,Argentina,Post grad,5.0,42816.0,35-44 years old
55780,USA,Bachelor’s degree,10.0,174000.0,25-34 years old
55782,Israel,Bachelor’s degree,9.0,112068.0,25-34 years old
55787,Finland,Master’s degree,5.0,54480.0,25-34 years old
55790,Romania,Bachelor’s degree,3.0,36372.0,18-24 years old
55791,USA,Bachelor’s degree,12.0,175000.0,35-44 years old
55792,Romania,Master’s degree,20.0,18996.0,55-64 years old
55794,USA,Master’s degree,22.0,200000.0,45-54 years old
55799,Ukraine,Less than a Bachelors,12.0,48000.0,25-34 years old
55802,USA,Bachelor’s degree,8.0,100000.0,25-34 years old
55804,Ruassia,Master’s degree,8.0,52284.0,25-34 years old
55807,UK,Bachelor’s degree,27.0,51704.0,45-54 years old
55809,Canada,Bachelor’s degree,11.0,60505.0,25-34 years old
55813,USA,Less than a Bachelors,5.0,105700.0,25-34 years old
55814,USA,Bachelor’s degree,13.0,120000.0,25-34 years old
55815,USA,Less than a Bachelors,25.0,200000.0,45-54 years old
55816,Ukraine,Master’s degree,18.0,67200.0,35-44 years old
55817,Israel,Bachelor’s degree,20.0,132000.0,35-44 years old
55820,France,Master’s degree,3.0,89200.0,18-24 years old
55824,Romania,Master’s degree,3.0,21708.0,25-34 years old
55825,USA,Less than a Bachelors,3.0,80000.0,25-34 years old
55827,Ruassia,Less than a Bachelors,7.0,43224.0,25-34 years old
55828,USA,Less than a Bachelors,17.0,131500.0,35-44 years old
55832,USA,Bachelor’s degree,7.0,61693.0,25-34 years old
55841,Argentina,Less than a Bachelors,30.0,11353.0,45-54 years old
55843,USA,Bachelor’s degree,0.5,68500.0,18-24 years old
55844,Israel,Bachelor’s degree,5.0,140088.0,25-34 years old
55848,Netherlands,Master’s degree,23.0,51888.0,35-44 years old
55849,USA,Bachelor’s degree,7.0,185000.0,25-34 years old
55850,USA,Bachelor’s degree,8.0,107000.0,25-34 years old
55851,USA,Bachelor’s degree,2.0,135000.0,25-34 years old
55854,Romania,Master’s degree,11.0,55632.0,25-34 years old
55856,UK,Master’s degree,10.0,116333.0,25-34 years old
55861,Mexico,Post grad,13.0,20688.0,35-44 years old
55863,UK,Bachelor’s degree,22.0,47826.0,35-44 years old
55864,Ruassia,Post grad,9.0,56616.0,35-44 years old
55865,Ukraine,Bachelor’s degree,16.0,36708.0,35-44 years old
55867,USA,Less than a Bachelors,3.0,97000.0,25-34 years old
55872,USA,Less than a Bachelors,15.0,183000.0,35-44 years old
55874,USA,Master’s degree,7.0,69608.0,25-34 years old
55880,Ukraine,Master’s degree,9.0,41112.0,25-34 years old
55882,USA,Less than a Bachelors,2.0,65000.0,25-34 years old
55883,New Zealand,Less than a Bachelors,18.0,73473.0,35-44 years old
55884,Canada,Bachelor’s degree,6.0,189078.0,18-24 years old
55888,Ruassia,Post grad,18.0,52848.0,35-44 years old
55889,New Zealand,Master’s degree,17.0,79862.0,35-44 years old
55891,France,Post grad,6.0,33732.0,25-34 years old
55892,Finland,Less than a Bachelors,14.0,63564.0,25-34 years old
55904,USA,Bachelor’s degree,2.0,95000.0,18-24 years old
55906,USA,Bachelor’s degree,4.0,130000.0,35-44 years old
55907,USA,Master’s degree,3.0,66200.0,25-34 years old
55908,USA,Bachelor’s degree,5.0,168000.0,25-34 years old
55909,Turkey,Bachelor’s degree,2.0,62124.0,25-34 years old
55911,Canada,Bachelor’s degree,6.0,64287.0,25-34 years old
55912,Brazil,Bachelor’s degree,13.0,36720.0,25-34 years old
55913,Brazil,Less than a Bachelors,10.0,24744.0,25-34 years old
55919,Brazil,Bachelor’s degree,17.0,30240.0,35-44 years old
55925,USA,Bachelor’s degree,3.0,135000.0,25-34 years old
55932,New Zealand,Bachelor’s degree,7.0,76668.0,25-34 years old
55937,USA,Less than a Bachelors,4.0,135000.0,25-34 years old
55938,USA,Master’s degree,6.0,85000.0,25-34 years old
55940,Canada,Post grad,8.0,65340.0,35-44 years old
55941,USA,Bachelor’s degree,6.0,110000.0,25-34 years old
55950,USA,Bachelor’s degree,8.0,79500.0,25-34 years old
55952,Romania,Bachelor’s degree,6.0,50208.0,25-34 years old
55954,UK,Master’s degree,12.0,64630.0,55-64 years old
55955,India,Bachelor’s degree,11.0,27923.0,25-34 years old
55958,Spain,Bachelor’s degree,5.0,25944.0,25-34 years old
55960,USA,Less than a Bachelors,15.0,75000.0,35-44 years old
55963,Turkey,Bachelor’s degree,13.0,29580.0,35-44 years old
55966,New Zealand,Master’s degree,6.0,67084.0,25-34 years old
55968,Turkey,Bachelor’s degree,15.0,25644.0,35-44 years old
55970,USA,Master’s degree,3.0,135000.0,25-34 years old
55974,Sweden,Less than a Bachelors,10.0,65052.0,35-44 years old
55981,USA,Post grad,16.0,71000.0,45-54 years old
55982,USA,Bachelor’s degree,1.0,167500.0,18-24 years old
55983,South Africa,Bachelor’s degree,5.0,53640.0,25-34 years old
55986,Germany,Master’s degree,20.0,67021.0,45-54 years old
55987,USA,Bachelor’s degree,8.0,110000.0,25-34 years old
55989,Czech Republic,Master’s degree,12.0,51960.0,25-34 years old
55992,France,Master’s degree,12.0,57612.0,35-44 years old
55993,Germany,Bachelor’s degree,13.0,45401.0,35-44 years old
55997,Germany,Bachelor’s degree,4.0,82336.0,18-24 years old
56000,France,Less than a Bachelors,5.0,47563.0,35-44 years old
56003,France,Less than a Bachelors,2.0,45401.0,25-34 years old
56007,Netherlands,Master’s degree,3.0,45348.0,25-34 years old
56008,Germany,Master’s degree,30.0,90802.0,45-54 years old
56009,USA,Bachelor’s degree,16.0,111625.0,35-44 years old
56013,Netherlands,Bachelor’s degree,12.0,92964.0,25-34 years old
56014,Netherlands,Bachelor’s degree,6.0,44100.0,25-34 years old
56015,France,Master’s degree,2.0,35672.0,18-24 years old
56016,France,Master’s degree,2.0,47563.0,18-24 years old
56017,USA,Bachelor’s degree,6.0,185000.0,25-34 years old
56019,USA,Master’s degree,1.0,90000.0,25-34 years old
56021,Germany,Bachelor’s degree,10.0,81074.0,25-34 years old
56024,New Zealand,Bachelor’s degree,6.0,76668.0,25-34 years old
56027,Germany,Post grad,5.0,51888.0,18-24 years old
56032,Denmark,Less than a Bachelors,12.0,72365.0,35-44 years old
56038,UK,Bachelor’s degree,5.0,90482.0,25-34 years old
56040,Norway,Bachelor’s degree,13.0,77685.0,35-44 years old
56044,France,Post grad,25.0,64860.0,45-54 years old
56045,Sweden,Master’s degree,22.0,67500.0,35-44 years old
56046,USA,Bachelor’s degree,2.0,65000.0,25-34 years old
56047,USA,Bachelor’s degree,7.0,104000.0,25-34 years old
56048,Germany,Post grad,20.0,81074.0,45-54 years old
56050,Belgium,Less than a Bachelors,3.0,25944.0,18-24 years old
56056,Poland,Bachelor’s degree,7.0,30372.0,25-34 years old
56057,Sweden,Less than a Bachelors,7.0,52776.0,35-44 years old
56058,Netherlands,Bachelor’s degree,4.0,71345.0,25-34 years old
56059,Netherlands,Master’s degree,18.0,97288.0,35-44 years old
56064,Switzerland,Post grad,13.0,95550.0,25-34 years old
56066,USA,Bachelor’s degree,12.0,130000.0,25-34 years old
56067,UK,Master’s degree,17.0,74970.0,35-44 years old
56068,Denmark,Bachelor’s degree,7.0,130257.0,25-34 years old
56072,Spain,Master’s degree,3.0,15674.0,18-24 years old
56073,Italy,Master’s degree,9.0,46482.0,35-44 years old
56074,Sweden,Less than a Bachelors,10.0,78552.0,25-34 years old
56075,Germany,Less than a Bachelors,20.0,86478.0,35-44 years old
56076,Spain,Bachelor’s degree,6.0,46698.0,25-34 years old
56078,Netherlands,Bachelor’s degree,18.0,73507.0,35-44 years old
56080,Germany,Bachelor’s degree,17.0,52468.0,45-54 years old
56081,Israel,Less than a Bachelors,8.0,122580.0,35-44 years old
56082,Belgium,Less than a Bachelors,9.0,104855.0,35-44 years old
56083,Netherlands,Bachelor’s degree,17.0,81074.0,35-44 years old
56085,UK,Bachelor’s degree,3.0,94600.0,25-34 years old
56089,Poland,Master’s degree,14.0,30372.0,35-44 years old
56090,Italy,Less than a Bachelors,23.0,38916.0,35-44 years old
56091,Belgium,Master’s degree,12.0,113503.0,35-44 years old
56095,India,Bachelor’s degree,3.0,11169.0,18-24 years old
56099,Israel,Master’s degree,2.0,122580.0,18-24 years old
56101,Germany,Bachelor’s degree,5.0,77832.0,25-34 years old
56102,Poland,Master’s degree,5.0,18828.0,25-34 years old
56103,Switzerland,Post grad,10.0,137226.0,35-44 years old
56105,France,Master’s degree,10.0,38916.0,25-34 years old
56108,Netherlands,Less than a Bachelors,30.0,54049.0,45-54 years old
56109,Canada,Bachelor’s degree,4.0,45379.0,18-24 years old
56110,Denmark,Master’s degree,0.5,74016.0,25-34 years old
56111,Finland,Bachelor’s degree,14.0,47604.0,35-44 years old
56112,USA,Bachelor’s degree,1.0,91000.0,18-24 years old
56113,Romania,Bachelor’s degree,12.0,58344.0,35-44 years old
56114,Germany,Bachelor’s degree,2.0,51887.0,25-34 years old
56122,Spain,Bachelor’s degree,11.0,51887.0,35-44 years old
56123,Germany,Bachelor’s degree,10.0,90804.0,25-34 years old
56125,Belgium,Master’s degree,1.0,44100.0,18-24 years old
56128,Ukraine,Master’s degree,12.0,57000.0,35-44 years old
56130,USA,Less than a Bachelors,22.0,100000.0,35-44 years old
56131,Belgium,Bachelor’s degree,2.0,35028.0,25-34 years old
56132,Germany,Bachelor’s degree,10.0,75669.0,25-34 years old
56133,USA,Less than a Bachelors,4.0,130000.0,25-34 years old
56134,USA,Bachelor’s degree,10.0,128000.0,35-44 years old
56135,Ruassia,Less than a Bachelors,4.0,28308.0,18-24 years old
56137,Italy,Master’s degree,2.0,30267.0,25-34 years old
56140,Germany,Master’s degree,2.0,70264.0,35-44 years old
56141,Portugal,Bachelor’s degree,10.0,32424.0,45-54 years old
56142,Germany,Less than a Bachelors,24.0,51888.0,45-54 years old
56143,UK,Less than a Bachelors,36.0,54288.0,45-54 years old
56148,USA,Post grad,10.0,100000.0,35-44 years old
56151,Germany,Master’s degree,14.0,48000.0,35-44 years old
56152,Germany,Master’s degree,6.0,64859.0,25-34 years old
56153,USA,Bachelor’s degree,6.0,68000.0,35-44 years old
56155,USA,Master’s degree,36.0,140000.0,55-64 years old
56162,USA,Bachelor’s degree,1.0,78750.0,18-24 years old
56166,Turkey,Bachelor’s degree,5.0,24660.0,25-34 years old
56168,USA,Bachelor’s degree,4.0,108000.0,25-34 years old
56169,Switzerland,Bachelor’s degree,13.0,121979.0,35-44 years old
56170,USA,Master’s degree,9.0,151000.0,35-44 years old
56171,Netherlands,Less than a Bachelors,5.0,18156.0,18-24 years old
56175,USA,Bachelor’s degree,12.0,150000.0,25-34 years old
56177,Germany,Master’s degree,17.0,100531.0,35-44 years old
56178,Sweden,Master’s degree,10.0,54206.0,25-34 years old
56179,USA,Master’s degree,13.0,196000.0,35-44 years old
56181,Spain,Master’s degree,3.0,28248.0,25-34 years old
56183,Germany,Bachelor’s degree,8.0,58368.0,25-34 years old
56184,USA,Bachelor’s degree,15.0,119500.0,35-44 years old
56186,Spain,Bachelor’s degree,9.0,46482.0,25-34 years old
56188,Norway,Less than a Bachelors,7.0,70132.0,35-44 years old
56191,USA,Bachelor’s degree,3.0,100000.0,25-34 years old
56193,Canada,Bachelor’s degree,1.0,72606.0,35-44 years old
56194,USA,Less than a Bachelors,10.0,190000.0,35-44 years old
56195,Ruassia,Bachelor’s degree,10.0,45300.0,25-34 years old
56196,Sweden,Master’s degree,5.0,49092.0,35-44 years old
56199,Germany,Master’s degree,3.0,61616.0,25-34 years old
56201,USA,Bachelor’s degree,2.0,50000.0,18-24 years old
56202,Italy,Less than a Bachelors,7.0,56211.0,25-34 years old
56204,Ruassia,Less than a Bachelors,10.0,22644.0,45-54 years old
56209,USA,Bachelor’s degree,6.0,120000.0,25-34 years old
56210,Germany,Less than a Bachelors,30.0,64859.0,55-64 years old
56211,Brazil,Bachelor’s degree,3.0,29779.0,18-24 years old
56213,Sweden,Bachelor’s degree,3.0,35592.0,25-34 years old
56214,Denmark,Master’s degree,10.0,95520.0,35-44 years old
56216,South Africa,Less than a Bachelors,3.0,16008.0,18-24 years old
56220,Sweden,Master’s degree,17.0,54864.0,35-44 years old
56222,USA,Bachelor’s degree,6.0,110000.0,25-34 years old
56223,Sweden,Less than a Bachelors,12.0,57072.0,35-44 years old
56228,Germany,Bachelor’s degree,10.0,97288.0,35-44 years old
56229,Netherlands,Bachelor’s degree,20.0,62697.0,35-44 years old
56233,Netherlands,Master’s degree,3.0,36324.0,25-34 years old
56237,India,Master’s degree,12.0,16752.0,35-44 years old
56241,USA,Master’s degree,17.0,180000.0,35-44 years old
56245,New Zealand,Bachelor’s degree,6.0,74112.0,25-34 years old
56247,USA,Bachelor’s degree,5.0,52000.0,25-34 years old
56248,New Zealand,Less than a Bachelors,17.0,76668.0,35-44 years old
56249,Sweden,Bachelor’s degree,13.0,55224.0,25-34 years old
56250,Poland,Less than a Bachelors,4.0,42528.0,25-34 years old
56251,Poland,Master’s degree,4.0,51636.0,25-34 years old
56253,Sweden,Master’s degree,2.0,49092.0,25-34 years old
56254,UK,Bachelor’s degree,4.0,47567.0,35-44 years old
56256,Spain,Less than a Bachelors,4.0,29186.0,25-34 years old
56257,Denmark,Bachelor’s degree,5.0,57312.0,18-24 years old
56258,Ruassia,Bachelor’s degree,16.0,37752.0,35-44 years old
56263,Denmark,Less than a Bachelors,3.0,83364.0,25-34 years old
56264,Spain,Master’s degree,9.0,86478.0,35-44 years old
56268,France,Master’s degree,7.0,49012.0,25-34 years old
56269,South Africa,Master’s degree,1.0,29616.0,25-34 years old
56270,Netherlands,Bachelor’s degree,2.0,38916.0,25-34 years old
56272,Germany,Bachelor’s degree,10.0,102693.0,35-44 years old
56275,Germany,Less than a Bachelors,6.0,70048.0,25-34 years old
56276,USA,Bachelor’s degree,14.0,170000.0,35-44 years old
56277,Germany,Bachelor’s degree,10.0,86478.0,25-34 years old
56279,UK,Bachelor’s degree,20.0,31020.0,35-44 years old
56280,Belgium,Bachelor’s degree,11.0,45396.0,25-34 years old
56283,South Africa,Bachelor’s degree,2.0,52039.0,18-24 years old
56284,Germany,Less than a Bachelors,6.0,54049.0,35-44 years old
56286,UK,Less than a Bachelors,1.0,12894.0,Under 18 years old
56287,Czech Republic,Less than a Bachelors,13.0,44172.0,35-44 years old
56288,Germany,Post grad,4.0,51888.0,25-34 years old
56290,USA,Master’s degree,0.5,115000.0,18-24 years old
56296,Netherlands,Master’s degree,6.0,75669.0,25-34 years old
56297,USA,Post grad,10.0,150000.0,35-44 years old
56298,Ruassia,Master’s degree,21.0,40392.0,35-44 years old
56299,UK,Bachelor’s degree,10.0,63337.0,35-44 years old
56300,UK,Bachelor’s degree,21.0,109871.0,35-44 years old
56301,UK,Master’s degree,8.0,73678.0,25-34 years old
56303,Germany,Master’s degree,12.0,79993.0,35-44 years old
56307,Sweden,Less than a Bachelors,10.0,61368.0,45-54 years old
56308,USA,Bachelor’s degree,5.0,125000.0,25-34 years old
56310,UK,Bachelor’s degree,7.0,74324.0,25-34 years old
56311,UK,Bachelor’s degree,5.0,74324.0,35-44 years old
56312,UK,Less than a Bachelors,22.0,97979.0,35-44 years old
56314,UK,Bachelor’s degree,13.0,109871.0,25-34 years old
56315,UK,Bachelor’s degree,5.0,71093.0,25-34 years old
56316,USA,Bachelor’s degree,2.0,80000.0,18-24 years old
56318,UK,Master’s degree,8.0,145417.0,25-34 years old
56320,UK,Bachelor’s degree,10.0,54935.0,45-54 years old
56323,UK,Bachelor’s degree,13.0,49119.0,35-44 years old
56324,Netherlands,Master’s degree,8.0,102693.0,35-44 years old
56328,Italy,Less than a Bachelors,9.0,51887.0,25-34 years old
56330,Spain,Less than a Bachelors,20.0,38915.0,45-54 years old
56333,UK,Master’s degree,16.0,142185.0,45-54 years old
56334,UK,Less than a Bachelors,4.0,63337.0,25-34 years old
56335,UK,Bachelor’s degree,6.0,49119.0,25-34 years old
56337,Poland,Bachelor’s degree,6.0,36444.0,25-34 years old
56339,UK,Post grad,8.0,64630.0,35-44 years old
56343,UK,Bachelor’s degree,12.0,68507.0,35-44 years old
56345,UK,Less than a Bachelors,14.0,96945.0,35-44 years old
56346,Italy,Bachelor’s degree,4.0,32429.0,25-34 years old
56350,Germany,Less than a Bachelors,2.0,13620.0,18-24 years old
56353,USA,Bachelor’s degree,12.0,140000.0,35-44 years old
56357,UK,Bachelor’s degree,3.0,55582.0,25-34 years old
56360,Canada,Bachelor’s degree,7.0,102102.0,25-34 years old
56362,Ruassia,Bachelor’s degree,2.0,40572.0,35-44 years old
56365,UK,Post grad,17.0,84019.0,35-44 years old
56366,Poland,Master’s degree,10.0,66828.0,25-34 years old
56368,Canada,Bachelor’s degree,34.0,89245.0,55-64 years old
56370,USA,Bachelor’s degree,3.0,88000.0,18-24 years old
56371,UK,Bachelor’s degree,13.0,82726.0,35-44 years old
56373,Germany,Master’s degree,19.0,85608.0,35-44 years old
56374,UK,Bachelor’s degree,10.0,87250.0,25-34 years old
56376,France,Master’s degree,8.0,41077.0,25-34 years old
56378,UK,Master’s degree,2.0,51704.0,25-34 years old
56380,Brazil,Bachelor’s degree,11.0,63528.0,35-44 years old
56381,Romania,Bachelor’s degree,12.0,50208.0,35-44 years old
56382,UK,Bachelor’s degree,1.0,33607.0,18-24 years old
56385,Portugal,Master’s degree,2.0,19356.0,18-24 years old
56386,UK,Master’s degree,9.0,51704.0,35-44 years old
56388,USA,Bachelor’s degree,2.0,75000.0,18-24 years old
56389,Germany,Master’s degree,8.0,86478.0,25-34 years old
56390,Sweden,Less than a Bachelors,19.0,63816.0,35-44 years old
56391,Denmark,Less than a Bachelors,12.0,107676.0,35-44 years old
56392,UK,Bachelor’s degree,25.0,77556.0,45-54 years old
56394,India,Bachelor’s degree,4.0,30716.0,25-34 years old
56395,Australia,Bachelor’s degree,15.0,100214.0,35-44 years old
56396,Turkey,Bachelor’s degree,4.0,29580.0,25-34 years old
56397,USA,Bachelor’s degree,22.0,112000.0,35-44 years old
56398,Australia,Post grad,6.0,134894.0,45-54 years old
56399,UK,Bachelor’s degree,25.0,152526.0,45-54 years old
56402,Ruassia,Master’s degree,7.0,60396.0,25-34 years old
56403,USA,Bachelor’s degree,1.0,75000.0,25-34 years old
56404,Germany,Bachelor’s degree,3.0,45401.0,18-24 years old
56405,UK,Less than a Bachelors,5.0,77556.0,35-44 years old
56406,USA,Bachelor’s degree,9.0,140000.0,25-34 years old
56408,USA,Bachelor’s degree,8.0,180000.0,25-34 years old
56409,Canada,Master’s degree,2.0,83194.0,45-54 years old
56412,Portugal,Master’s degree,3.0,28536.0,25-34 years old
56420,USA,Master’s degree,3.0,89000.0,25-34 years old
56421,Mexico,Bachelor’s degree,2.0,21972.0,18-24 years old
56422,USA,Bachelor’s degree,8.0,111720.0,25-34 years old
56423,UK,Bachelor’s degree,12.0,78848.0,25-34 years old
56424,France,Less than a Bachelors,26.0,129718.0,35-44 years old
56425,Greece,Less than a Bachelors,2.0,17508.0,25-34 years old
56427,Germany,Less than a Bachelors,5.0,38915.0,18-24 years old
56433,UK,Less than a Bachelors,9.0,43625.0,25-34 years old
56437,Portugal,Post grad,2.0,18372.0,25-34 years old
56438,Australia,Bachelor’s degree,31.0,80172.0,45-54 years old
56440,France,Less than a Bachelors,21.0,59454.0,35-44 years old
56441,Germany,Bachelor’s degree,5.0,64859.0,25-34 years old
56442,Portugal,Less than a Bachelors,9.0,22056.0,35-44 years old
56447,USA,Bachelor’s degree,10.0,126000.0,25-34 years old
56450,UK,Bachelor’s degree,24.0,108578.0,45-54 years old
56452,UK,Master’s degree,4.0,80141.0,25-34 years old
56454,UK,Bachelor’s degree,5.0,77556.0,25-34 years old
56458,USA,Bachelor’s degree,5.0,113000.0,25-34 years old
56462,Germany,Less than a Bachelors,31.0,70264.0,55-64 years old
56465,Switzerland,Post grad,20.0,130111.0,45-54 years old
56466,Belgium,Bachelor’s degree,21.0,66156.0,35-44 years old
56467,Spain,Bachelor’s degree,4.0,56103.0,25-34 years old
56470,India,Bachelor’s degree,5.0,34904.0,25-34 years old
56471,UK,Master’s degree,20.0,55313.0,45-54 years old
56472,Belgium,Bachelor’s degree,20.0,135123.0,25-34 years old
56475,Switzerland,Bachelor’s degree,6.0,106731.0,25-34 years old
56479,Germany,Master’s degree,9.0,37834.0,25-34 years old
56480,UK,Bachelor’s degree,2.0,43948.0,18-24 years old
56482,USA,Bachelor’s degree,3.0,140000.0,25-34 years old
56484,Germany,Bachelor’s degree,25.0,129718.0,45-54 years old
56485,Sweden,Master’s degree,19.0,73644.0,45-54 years old
56487,Germany,Bachelor’s degree,8.0,48644.0,25-34 years old
56495,Spain,Post grad,7.0,32424.0,25-34 years old
56497,Italy,Less than a Bachelors,5.0,29832.0,25-34 years old
56498,France,Post grad,25.0,54049.0,45-54 years old
56501,Belgium,Master’s degree,8.0,51888.0,25-34 years old
56504,UK,Bachelor’s degree,5.0,56874.0,25-34 years old
56505,Germany,Post grad,15.0,116748.0,45-54 years old
56507,Argentina,Bachelor’s degree,2.0,29196.0,18-24 years old
56511,Italy,Less than a Bachelors,12.0,59454.0,35-44 years old
56512,USA,Post grad,3.0,50000.0,25-34 years old
56519,Germany,Bachelor’s degree,25.0,86478.0,45-54 years old
56520,USA,Bachelor’s degree,4.0,71000.0,18-24 years old
56523,UK,Bachelor’s degree,8.0,90482.0,25-34 years old
56528,USA,Bachelor’s degree,6.0,70000.0,25-34 years old
56530,Australia,Bachelor’s degree,15.0,84180.0,35-44 years old
56532,Germany,Bachelor’s degree,3.0,64860.0,35-44 years old
56534,Australia,Less than a Bachelors,17.0,73491.0,45-54 years old
56535,UK,Bachelor’s degree,7.0,103408.0,35-44 years old
56537,UK,Bachelor’s degree,10.0,54289.0,25-34 years old
56541,USA,Bachelor’s degree,0.5,100000.0,18-24 years old
56543,USA,Bachelor’s degree,6.0,105000.0,35-44 years old
56546,UK,Bachelor’s degree,15.0,109871.0,35-44 years old
56549,USA,Less than a Bachelors,2.0,90000.0,25-34 years old
56550,Poland,Bachelor’s degree,10.0,19740.0,35-44 years old
56561,USA,Bachelor’s degree,8.0,200000.0,25-34 years old
56564,Canada,Bachelor’s degree,4.0,66177.0,25-34 years old
56565,Germany,Bachelor’s degree,29.0,129720.0,45-54 years old
56567,Switzerland,Post grad,5.0,172803.0,35-44 years old
56568,Australia,Post grad,10.0,80172.0,35-44 years old
56572,Germany,Less than a Bachelors,3.0,70044.0,25-34 years old
56574,USA,Bachelor’s degree,13.0,110000.0,45-54 years old
56576,Germany,Master’s degree,16.0,51888.0,35-44 years old
56578,Germany,Less than a Bachelors,13.0,73507.0,35-44 years old
56580,Belgium,Post grad,8.0,69723.0,25-34 years old
56583,Canada,Bachelor’s degree,26.0,94539.0,45-54 years old
56584,UK,Bachelor’s degree,21.0,127967.0,35-44 years old
56585,France,Less than a Bachelors,35.0,86478.0,55-64 years old
56586,USA,Bachelor’s degree,3.0,42000.0,25-34 years old
56589,USA,Less than a Bachelors,40.0,170000.0,65 years or older
56591,UK,Master’s degree,20.0,174500.0,35-44 years old
56592,USA,Bachelor’s degree,12.0,100000.0,25-34 years old
56594,Greece,Bachelor’s degree,20.0,58373.0,35-44 years old
56595,Spain,Less than a Bachelors,13.0,70264.0,35-44 years old
56597,Spain,Bachelor’s degree,5.0,97288.0,25-34 years old
56600,India,Bachelor’s degree,4.0,13124.0,25-34 years old
56601,Canada,Master’s degree,21.0,181515.0,35-44 years old
56604,USA,Bachelor’s degree,5.0,120000.0,18-24 years old
56609,USA,Bachelor’s degree,10.0,111277.0,35-44 years old
56610,Germany,Master’s degree,11.0,95126.0,35-44 years old
56614,USA,Bachelor’s degree,2.0,178000.0,25-34 years old
56615,Ruassia,Bachelor’s degree,4.0,45300.0,25-34 years old
56616,Greece,Less than a Bachelors,2.0,13326.0,18-24 years old
56622,New Zealand,Less than a Bachelors,2.0,51112.0,18-24 years old
56624,Australia,Bachelor’s degree,20.0,86853.0,35-44 years old
56628,USA,Bachelor’s degree,22.0,138000.0,55-64 years old
56631,Australia,Bachelor’s degree,26.0,80172.0,55-64 years old
56632,USA,Bachelor’s degree,14.0,180000.0,35-44 years old
56642,Germany,Master’s degree,8.0,64859.0,35-44 years old
56643,UK,Master’s degree,16.0,109871.0,35-44 years old
56646,USA,Master’s degree,29.0,160000.0,45-54 years old
56649,Australia,Bachelor’s degree,6.0,70150.0,25-34 years old
56654,USA,Bachelor’s degree,13.0,153000.0,25-34 years old
56655,Mexico,Bachelor’s degree,10.0,23268.0,25-34 years old
56656,USA,Bachelor’s degree,5.0,135000.0,25-34 years old
56659,Australia,Bachelor’s degree,13.0,93533.0,35-44 years old
56660,UK,Bachelor’s degree,8.0,90482.0,35-44 years old
56664,USA,Less than a Bachelors,20.0,125000.0,45-54 years old
56666,Canada,Bachelor’s degree,4.0,43110.0,25-34 years old
